n,IdGame,Date,Home,Away,Bet,Odd,MaProba,UnibetProba,DiffProba,DateD,Week
10.0,2785580_1,2023-05-21 15:00:00,Brighton,Southampton,"D/A&P4,5",31.5,0.2,0.031746031746031744,6.300000000000001,2023-05-21,2023W20
10.0,2797804_1,2023-05-20 20:45:00,Milan AC,Sampdoria,"D/A&P4,5",73.5,0.05,0.013605442176870748,3.6750000000000003,2023-05-20,2023W20
10.0,2797804_1,2023-05-20 20:45:00,Milan AC,Sampdoria,"D/A&P3,5",22.575,0.15000000000000002,0.044296788482835,3.3862500000000004,2023-05-20,2023W20
10.0,2761864_1,2023-05-21 14:30:00,RKC Waalwijk,FC Twente,"M0,5",22.0,0.15000000000000002,0.045454545454545456,3.3000000000000003,2023-05-21,2023W20
10.0,2787010_1,2023-05-21 13:00:00,Ajaccio,Rennes,H,7.25,0.44999999999999996,0.13793103448275862,3.2624999999999997,2023-05-21,2023W20
10.0,2797804_1,2023-05-20 20:45:00,Milan AC,Sampdoria,"D/A&P2,5",14.700000000000001,0.2,0.06802721088435373,2.9400000000000004,2023-05-20,2023W20
10.0,2761857_1,2023-05-21 14:30:00,Ajax Amsterdam,FC Utrecht,D/A&LDEMP,11.76,0.25,0.08503401360544217,2.94,2023-05-21,2023W20
10.0,2787010_1,2023-05-21 13:00:00,Ajaccio,Rennes,"H/D&P2,5",8.2425,0.35,0.12132241431604489,2.8848749999999996,2023-05-21,2023W20
10.0,2759006_1,2023-05-19 19:30:00,SV Ried,SCR Altach,"D/A&P4,5",14.175,0.2,0.07054673721340388,2.8350000000000004,2023-05-19,2023W20
10.0,2785580_1,2023-05-21 15:00:00,Brighton,Southampton,A,11.2,0.25,0.08928571428571429,2.8,2023-05-21,2023W20
10.0,2797810_1,2023-05-19 20:30:00,Cosenza,Cagliari,"M0,5",11.2,0.25,0.08928571428571429,2.8,2023-05-19,2023W20
10.0,2783904_1,2023-05-20 19:00:00,Boavista,Braga,"H/D&P4,5",18.375,0.15000000000000002,0.05442176870748299,2.7562500000000005,2023-05-20,2023W20
10.0,2761857_1,2023-05-21 14:30:00,Ajax Amsterdam,FC Utrecht,"D/A&P2,5",6.0375000000000005,0.44999999999999996,0.16563146997929606,2.716875,2023-05-21,2023W20
10.0,2761857_1,2023-05-21 14:30:00,Ajax Amsterdam,FC Utrecht,"M0,5",27.0,0.1,0.037037037037037035,2.7,2023-05-21,2023W20
10.0,2785580_1,2023-05-21 15:00:00,Brighton,Southampton,"D/A&P3,5",13.125,0.2,0.0761904761904762,2.625,2023-05-21,2023W20
10.0,2761857_1,2023-05-21 14:30:00,Ajax Amsterdam,FC Utrecht,"D/A&P3,5",8.715000000000002,0.30000000000000004,0.11474469305794605,2.614500000000001,2023-05-21,2023W20
10.0,2761606_1,2023-05-21 17:30:00,Augsbourg,Dortmund,H,6.65,0.38636363636363635,0.15037593984962405,2.569318181818182,2023-05-21,2023W20
10.0,2687305_1,2023-05-20 16:15:00,Athletic Club,Celta Vigo,"D/A&P4,5",25.200000000000003,0.1,0.03968253968253968,2.5200000000000005,2023-05-20,2023W20
10.0,2797804_1,2023-05-20 20:45:00,Milan AC,Sampdoria,D/A&LDEM,7.035,0.35,0.1421464108031272,2.46225,2023-05-20,2023W20
10.0,2761606_1,2023-05-21 17:30:00,Augsbourg,Dortmund,H/D&LDEMP,9.975,0.24545454545454548,0.10025062656641605,2.4484090909090908,2023-05-21,2023W20
10.0,2818237_1,2023-05-20 19:30:00,Maccabi Haifa,Hapoel Jerusalem,"M0,5",17.2,0.14090909090909093,0.05813953488372093,2.423636363636364,2023-05-20,2023W20
10.0,2818237_1,2023-05-20 19:30:00,Maccabi Haifa,Hapoel Jerusalem,D/A&LDEMP,8.715000000000002,0.2772727272727273,0.11474469305794605,2.416431818181819,2023-05-20,2023W20
10.0,2776157_1,2023-05-19 20:30:00,Cittadella,Come,"M0,5",10.2,0.23636363636363636,0.09803921568627452,2.4109090909090907,2023-05-19,2023W20
10.0,2801370_1,2023-05-20 16:00:00,Bournemouth,Manchester United,"H/D&P4,5",15.959999999999999,0.15000000000000002,0.06265664160401004,2.394,2023-05-20,2023W20
10.0,2761869_1,2023-05-21 14:30:00,Sp. Rotterdam,SC Cambuur,"M0,5",15.8,0.15000000000000002,0.06329113924050632,2.3700000000000006,2023-05-21,2023W20
10.0,2761606_1,2023-05-21 17:30:00,Augsbourg,Dortmund,"H/D&M1,5",11.76,0.2,0.08503401360544217,2.3520000000000003,2023-05-21,2023W20
10.0,2687318_1,2023-05-20 18:30:00,Lugo,Huesca,"M0,5",6.7,0.35,0.14925373134328357,2.345,2023-05-20,2023W20
10.0,2783953_1,2023-05-20 19:00:00,Nimes,Dijon,"H/D&P4,5",15.540000000000001,0.15,0.06435006435006435,2.331,2023-05-20,2023W20
10.0,2801370_1,2023-05-20 16:00:00,Bournemouth,Manchester United,H,5.8,0.4,0.1724137931034483,2.32,2023-05-20,2023W20
10.0,2783905_1,2023-05-20 21:30:00,FC Famalicao,FC Porto,"H/D&M1,5",7.5600000000000005,0.30000000000000004,0.13227513227513227,2.2680000000000007,2023-05-20,2023W20
10.0,2776152_1,2023-05-19 20:30:00,Palermo,Brescia,"M0,5",11.2,0.2,0.08928571428571429,2.24,2023-05-19,2023W20
10.0,2785580_1,2023-05-21 15:00:00,Brighton,Southampton,"M1,5",5.6,0.4,0.17857142857142858,2.24,2023-05-21,2023W20
10.0,2761864_1,2023-05-21 14:30:00,RKC Waalwijk,FC Twente,"H/D&M1,5",8.925,0.25,0.11204481792717086,2.23125,2023-05-21,2023W20
10.0,2783905_1,2023-05-20 21:30:00,FC Famalicao,FC Porto,H/D&LDEMP,7.3500000000000005,0.30000000000000004,0.13605442176870747,2.2050000000000005,2023-05-20,2023W20
10.0,2761864_1,2023-05-21 14:30:00,RKC Waalwijk,FC Twente,H/D&LDEMP,6.300000000000001,0.35,0.15873015873015872,2.205,2023-05-21,2023W20
10.0,2785580_1,2023-05-21 15:00:00,Brighton,Southampton,"D/A&P2,5",8.82,0.25,0.11337868480725623,2.205,2023-05-21,2023W20
10.0,2760356_1,2023-05-19 19:00:00,Chindia Targoviste,Voluntari,"D/A&P4,5",22.05,0.1,0.045351473922902494,2.205,2023-05-19,2023W20
10.0,2687310_1,2023-05-20 18:30:00,FC Cartagena,Las Palmas,"M0,5",8.75,0.25,0.11428571428571428,2.1875,2023-05-20,2023W20
10.0,2785580_1,2023-05-21 15:00:00,Brighton,Southampton,"H/A&M1,5",6.2475000000000005,0.35,0.16006402561024408,2.1866250000000003,2023-05-21,2023W20
10.0,2687302_1,2023-05-20 18:30:00,Mirandes,Grenade,H,4.35,0.5,0.2298850574712644,2.175,2023-05-20,2023W20
10.0,2761869_1,2023-05-21 14:30:00,Sp. Rotterdam,SC Cambuur,D/A&LDEMP,7.245000000000001,0.3,0.1380262249827467,2.1735,2023-05-21,2023W20
10.0,2783904_1,2023-05-20 19:00:00,Boavista,Braga,H,5.4,0.4,0.18518518518518517,2.16,2023-05-20,2023W20
