n,IdGame,Date,Home,Away,Bet,Odd,MaProba,UnibetProba,DiffProba,DateD,Week
10.0,2713438_1,2023-04-02 15:00:00,Nantes,Reims,"M0,5",9.0,0.30000000000000004,0.1111111111111111,2.7000000000000006,2023-04-02,2023W13
10.0,2703039_1,2023-04-02 18:00:00,AS Rome,Sampdoria,"D/A&P4,5",52.5,0.05,0.01904761904761905,2.625,2023-04-02,2023W13
10.0,2713432_1,2023-04-02 17:05:00,Monaco,Strasbourg,"D/A&P4,5",25.725,0.1,0.038872691933916424,2.5725000000000002,2023-04-02,2023W13
10.0,2703461_1,2023-04-02 21:00:00,Atletico Madrid,Real Betis,"D/A&P4,5",24.150000000000002,0.09090909090909091,0.041407867494824016,2.1954545454545453,2023-04-02,2023W13
10.0,2691594_1,2023-04-02 16:15:00,Real Madrid,Valladolid,"D/A&P4,5",42.0,0.05,0.023809523809523808,2.1,2023-04-02,2023W13
10.0,2713438_1,2023-04-02 15:00:00,Nantes,Reims,"D/A&M1,5",4.4625,0.44999999999999996,0.22408963585434172,2.008125,2023-04-02,2023W13
10.0,2713438_1,2023-04-02 15:00:00,Nantes,Reims,D,3.05,0.65,0.3278688524590164,1.9825,2023-04-02,2023W13
10.0,2713432_1,2023-04-02 17:05:00,Monaco,Strasbourg,"D/A&P3,5",9.765,0.2,0.10240655401945724,1.9530000000000003,2023-04-02,2023W13
10.0,2713432_1,2023-04-02 17:05:00,Monaco,Strasbourg,"D/A&P2,5",6.4575000000000005,0.30000000000000004,0.15485869144405728,1.9372500000000004,2023-04-02,2023W13
10.0,2691594_1,2023-04-02 16:15:00,Real Madrid,Valladolid,"D/A&M2,5",6.1425,0.30000000000000004,0.1628001628001628,1.8427500000000003,2023-04-02,2023W13
10.0,2713433_1,2023-04-02 20:45:00,Paris SG,Lyon,"P5,5",7.5,0.2409090909090909,0.13333333333333333,1.8068181818181819,2023-04-02,2023W13
10.0,2713438_1,2023-04-02 15:00:00,Nantes,Reims,"H/D&M1,5",4.515,0.4,0.221483942414175,1.806,2023-04-02,2023W13
10.0,2647387_1,2023-04-02 17:30:00,Newcastle,Manchester United,"P5,5",12.0,0.15000000000000002,0.08333333333333333,1.8000000000000003,2023-04-02,2023W13
