IdGame,Date,Home,Away,Bet,Odd,MaProba,UnibetProba,DiffProba,DateD
2673356_1,2023-02-25 19:00:00,Valenciennes,Dijon,H/D,1.4385000000000001,0.95,0.6951685783802571,0.2548314216197428,2023-02-25
2673356_1,2023-02-25 19:00:00,Valenciennes,Dijon,"H/D&M4,5",1.4280000000000002,0.95,0.7002801120448179,0.24971988795518207,2023-02-25
2659751_1,2023-02-25 15:30:00,Werder Breme,Bochum,H/A,1.302,1.0,0.7680491551459293,0.2319508448540707,2023-02-25
2672338_1,2023-02-25 21:00:00,NEC Nijmegen,FC Volendam,"H/D&P1,5",1.3755000000000002,0.9,0.7270083605961468,0.1729916394038532,2023-02-25
2634364_1,2023-02-25 16:00:00,Everton,Aston Villa,H/A,1.3755000000000002,0.9,0.7270083605961468,0.1729916394038532,2023-02-25
2667346_1,2023-02-25 16:00:00,Reading,Blackpool,H/D,1.2915,0.9,0.7742934572202864,0.1257065427797136,2023-02-25
2672297_1,2023-02-25 16:00:00,Aberdeen,Livingston,H/A,1.2915,0.9,0.7742934572202864,0.1257065427797136,2023-02-25
2672338_1,2023-02-25 21:00:00,NEC Nijmegen,FC Volendam,H/D,1.2075,0.95,0.8281573498964803,0.12184265010351969,2023-02-25
2659747_1,2023-02-25 15:30:00,Hoffenheim,Dortmund,H/A,1.26,0.9,0.7936507936507936,0.10634920634920642,2023-02-25
2667342_1,2023-02-25 16:00:00,Burnley,Huddersfield,"H/D&M4,5",1.2495,0.9,0.8003201280512204,0.09967987194877959,2023-02-25
2673346_1,2023-02-25 19:00:00,Metz,Nimes,H/D,1.2075,0.9,0.8281573498964803,0.07184265010351976,2023-02-25
2667342_1,2023-02-25 16:00:00,Burnley,Huddersfield,H/D,1.1235000000000002,0.95,0.8900756564307964,0.05992434356920351,2023-02-25
2659566_1,2023-02-25 13:00:00,Kaiserslautern,SpVgg Greuther Furth,"H/D&P1,5",1.806,0.8,0.5537098560354374,0.2462901439645626,2023-02-25
2634359_1,2023-02-25 20:45:00,Crystal Palace,Liverpool,H/D,2.1105,0.7,0.4738213693437574,0.22617863065624255,2023-02-25
2649157_1,2023-02-25 16:15:00,Genes,SPAL,"H/D&M2,5",1.8690000000000002,0.75,0.5350454788657035,0.21495452113429647,2023-02-25
2648408_1,2023-02-25 21:00:00,Mirandes,Leganes,H/D,1.554,0.8500000000000001,0.6435006435006435,0.20649935649935658,2023-02-25
2666566_1,2023-02-25 21:30:00,Vizela,Benfica,"H/A&M3,5",1.806,0.75,0.5537098560354374,0.19629014396456257,2023-02-25
2649163_1,2023-02-25 18:00:00,Empoli,Naples,"H/A&M3,5",1.806,0.75,0.5537098560354374,0.19629014396456257,2023-02-25
2673356_1,2023-02-25 19:00:00,Valenciennes,Dijon,"H/D&M3,5",1.6380000000000001,0.8,0.6105006105006104,0.1894993894993896,2023-02-25
2667337_1,2023-02-25 16:00:00,QPR,Blackburn,"D/A&M3,5",1.9530000000000003,0.7,0.5120327700972862,0.18796722990271375,2023-02-25
2649158_1,2023-02-25 14:00:00,Reggina,Modena,"H/A&P1,5",1.764,0.75,0.5668934240362812,0.18310657596371882,2023-02-25
2667339_1,2023-02-25 16:00:00,Preston N. End,Wigan Athletic,D/A,1.6065,0.8,0.6224712107065048,0.17752878929349525,2023-02-25
2634364_1,2023-02-25 16:00:00,Everton,Aston Villa,"H/A&M4,5",1.4595,0.8500000000000001,0.6851661527920521,0.16483384720794803,2023-02-25
2649167_1,2023-02-25 20:45:00,Lecce,Sassuolo,"H/D&P1,5",1.8585,0.7,0.5380683346785041,0.16193166532149583,2023-02-25
2674990_1,2023-02-25 14:00:00,Hapoel Tel Aviv,Moadon Sport Ashdod,"H/D&P1,5",1.8585,0.7,0.5380683346785041,0.16193166532149583,2023-02-25
2659566_1,2023-02-25 13:00:00,Kaiserslautern,SpVgg Greuther Furth,H/D,1.4489999999999998,0.8500000000000001,0.6901311249137336,0.15986887508626646,2023-02-25
2634364_1,2023-02-25 16:00:00,Everton,Aston Villa,"H/A&P1,5",1.848,0.7,0.5411255411255411,0.15887445887445883,2023-02-25
2659751_1,2023-02-25 15:30:00,Werder Breme,Bochum,"H/A&M4,5",1.554,0.8,0.6435006435006435,0.15649935649935653,2023-02-25
2649157_1,2023-02-25 16:15:00,Genes,SPAL,"H/D&M3,5",1.4385000000000001,0.8500000000000001,0.6951685783802571,0.15483142161974295,2023-02-25
2659751_1,2023-02-25 15:30:00,Werder Breme,Bochum,"H/A&P1,5",1.5435,0.8,0.647878198898607,0.15212180110139306,2023-02-25
2667346_1,2023-02-25 16:00:00,Reading,Blackpool,"H/A&M3,5",1.6695000000000002,0.75,0.5989817310572026,0.15101826894279735,2023-02-25
2667345_1,2023-02-25 16:00:00,Birmingham C.,Luton Town,"H/A&P1,5",1.8165,0.7,0.5505092210294522,0.14949077897054774,2023-02-25
2667346_1,2023-02-25 16:00:00,Reading,Blackpool,"H/D&M3,5",1.6590000000000003,0.75,0.6027727546714887,0.14722724532851128,2023-02-25
2648408_1,2023-02-25 21:00:00,Mirandes,Leganes,"H/D&M3,5",1.6590000000000003,0.75,0.6027727546714887,0.14722724532851128,2023-02-25
2652899_1,2023-02-25 16:00:00,Universitatea Cluj,FC Botosani,D/A,1.7955,0.7,0.556947925368978,0.14305207463102199,2023-02-25
2648405_1,2023-02-25 21:00:00,Valence,Real Sociedad,"H/A&M3,5",1.6380000000000001,0.75,0.6105006105006104,0.13949938949938956,2023-02-25
2667346_1,2023-02-25 16:00:00,Reading,Blackpool,"H/D&P1,5",1.6380000000000001,0.75,0.6105006105006104,0.13949938949938956,2023-02-25
2653481_1,2023-02-25 17:00:00,Giresunspor,Kayserispor,H/A,1.3230000000000002,0.8944444444444444,0.7558578987150415,0.13858654572940288,2023-02-25
2667342_1,2023-02-25 16:00:00,Burnley,Huddersfield,"H/D&M3,5",1.5015,0.8,0.666000666000666,0.13399933399933406,2023-02-25
2667346_1,2023-02-25 16:00:00,Reading,Blackpool,"H/D&M4,5",1.3860000000000001,0.8500000000000001,0.7215007215007214,0.12849927849927867,2023-02-25
2659569_1,2023-02-25 13:00:00,Nurnberg,Sandhausen,"H/A&M3,5",1.6065,0.75,0.6224712107065048,0.1275287892934952,2023-02-25
2649167_1,2023-02-25 20:45:00,Lecce,Sassuolo,"H/D&M4,5",1.4805,0.8,0.6754474839581223,0.12455251604187778,2023-02-25
2633672_1,2023-02-25 20:30:00,FC Zürich,Young Boys,D/A,1.3755000000000002,0.8500000000000001,0.7270083605961468,0.12299163940385327,2023-02-25
2649163_1,2023-02-25 18:00:00,Empoli,Naples,"H/A&M4,5",1.47,0.8,0.6802721088435374,0.11972789115646265,2023-02-25
2648407_1,2023-02-25 21:00:00,Sporting Gijon,Tenerife,H/D,1.3650000000000002,0.8500000000000001,0.7326007326007324,0.11739926739926765,2023-02-25
2666566_1,2023-02-25 21:30:00,Vizela,Benfica,"H/A&M4,5",1.4595,0.8,0.6851661527920521,0.11483384720794798,2023-02-25
2674990_1,2023-02-25 14:00:00,Hapoel Tel Aviv,Moadon Sport Ashdod,"H/D&M3,5",1.7010000000000003,0.7,0.5878894767783656,0.1121105232216344,2023-02-25
2652906_1,2023-02-25 19:00:00,Rapid Bucuresti,Chindia Targoviste,"H/A&P1,5",1.7010000000000003,0.7,0.5878894767783656,0.1121105232216344,2023-02-25
2648405_1,2023-02-25 21:00:00,Valence,Real Sociedad,H/A,1.3545,0.8500000000000001,0.7382798080472499,0.11172019195275018,2023-02-25
2672298_1,2023-02-25 16:00:00,St Johnstone,St Mirren,H/A,1.3545,0.8500000000000001,0.7382798080472499,0.11172019195275018,2023-02-25
2648408_1,2023-02-25 21:00:00,Mirandes,Leganes,"H/D&M4,5",1.4489999999999998,0.8,0.6901311249137336,0.10986887508626642,2023-02-25
2667339_1,2023-02-25 16:00:00,Preston N. End,Wigan Athletic,"D/A&M4,5",1.554,0.75,0.6435006435006435,0.10649935649935649,2023-02-25
2672338_1,2023-02-25 21:00:00,NEC Nijmegen,FC Volendam,"H/D&M3,5",1.6800000000000002,0.7,0.5952380952380952,0.10476190476190472,2023-02-25
2634364_1,2023-02-25 16:00:00,Everton,Aston Villa,"H/A&M3,5",1.6695000000000002,0.7,0.5989817310572026,0.1010182689427973,2023-02-25
2659569_1,2023-02-25 13:00:00,Nurnberg,Sandhausen,H/A,1.3335000000000001,0.8500000000000001,0.7499062617172852,0.10009373828271484,2023-02-25
2665977_1,2023-02-25 16:30:00,Arouca,Casa Pia,H/A,1.3335000000000001,0.8500000000000001,0.7499062617172852,0.10009373828271484,2023-02-25
