n,IdGame,Date,Home,Away,Bet,Odd,MaProba,UnibetProba,DiffProba,DateD,Week
10.0,2679396_1,2023-03-25 18:30:00,Alavés,Tenerife,"P5,5",35.0,0.05,0.02857142857142857,1.7500000000000002,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,"H/A&M1,5",3.2340000000000004,0.3727272727272727,0.3092145949288806,1.2054,2023-03-25,2023W12
10.0,2679396_1,2023-03-25 18:30:00,Alavés,Tenerife,H/D&LDEM,2.5935,0.44999999999999996,0.385579332947754,1.1670749999999999,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,"H/A&M2,5",2.2155,0.5136363636363637,0.45136538027533285,1.1379613636363637,2023-03-25,2023W12
10.0,2690808_1,2023-03-25 16:00:00,Umraniyespor,Konyaspor,D,3.3,0.3318181818181818,0.30303030303030304,1.095,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,"M2,5",1.36,0.8045454545454545,0.7352941176470588,1.0941818181818181,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,D/A&LDEM,2.7300000000000004,0.3909090909090909,0.3663003663003662,1.0671818181818182,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,D,2.72,0.3909090909090909,0.3676470588235294,1.0632727272727274,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,"D/A&P1,5",2.1734999999999998,0.48636363636363633,0.4600874166091558,1.0571113636363634,2023-03-25,2023W12
10.0,2679396_1,2023-03-25 18:30:00,Alavés,Tenerife,"H/A&M2,5",2.1105,0.5,0.4738213693437574,1.05525,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,"H/D&M2,5",1.8375000000000001,0.5681818181818181,0.5442176870748299,1.0440340909090908,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,"M4,5",1.02,1.0,0.9803921568627451,1.02,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,H/A&LDEMP,1.974,0.5136363636363637,0.5065856129685917,1.0139181818181817,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,"H/D&M1,5",3.0975,0.32727272727272727,0.3228410008071025,1.0137272727272728,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,"M5,5",1.01,1.0,0.9900990099009901,1.01,2023-03-25,2023W12
10.0,2679396_1,2023-03-25 18:30:00,Alavés,Tenerife,"M2,5",1.34,0.75,0.7462686567164178,1.0050000000000001,2023-03-25,2023W12
10.0,2679402_1,2023-03-25 16:15:00,UD Ibiza,Burgos,"D/A&M4,5",1.3860000000000001,0.7227272727272727,0.7215007215007214,1.0017,2023-03-25,2023W12
