n,IdGame,Date,Home,Away,Bet,Odd,MaProba,UnibetProba,DiffProba,DateD,Week
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"H/D&P4,5",11.55,0.15000000000000002,0.08658008658008658,1.7325000000000004,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"H/D&P4,5",15.75,0.1,0.06349206349206349,1.5750000000000002,2023-04-03,2023W14
10.0,2703051_1,2023-04-03 18:30:00,Empoli,Lecce,"H/A&M2,5",2.499,0.6,0.4001600640256102,1.4994,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,H,3.28,0.45,0.3048780487804878,1.476,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"H/A&P4,5",7.035,0.2,0.1421464108031272,1.4070000000000003,2023-04-03,2023W14
10.0,2691602_1,2023-04-03 21:00:00,Valence,Rayo Vallecano,"H/A&M1,5",3.654,0.38181818181818183,0.27367268746579093,1.3951636363636364,2023-04-03,2023W14
10.0,2691602_1,2023-04-03 21:00:00,Valence,Rayo Vallecano,"H/D&P2,5",3.1710000000000003,0.42727272727272725,0.315357931251971,1.354881818181818,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"P4,5",6.7,0.2,0.14925373134328357,1.3400000000000003,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"H/A&P3,5",4.305,0.3,0.23228803716608595,1.2914999999999999,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"H/D&P3,5",6.405,0.2,0.156128024980484,1.281,2023-04-03,2023W14
10.0,2703051_1,2023-04-03 18:30:00,Empoli,Lecce,H/A&LDEMP,2.1315,0.6,0.46915317851278443,1.2789,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,H/A&LDEM,2.8350000000000004,0.45,0.3527336860670193,1.2757500000000004,2023-04-03,2023W14
10.0,2691602_1,2023-04-03 21:00:00,Valence,Rayo Vallecano,"H/D&P3,5",5.3025,0.23636363636363636,0.1885902876001886,1.2533181818181818,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"H/D&P3,5",4.9875,0.25,0.2005012531328321,1.246875,2023-04-03,2023W14
10.0,2703051_1,2023-04-03 18:30:00,Empoli,Lecce,"H/A&M3,5",1.6590000000000003,0.75,0.6027727546714887,1.2442500000000003,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"H/A&M1,5",4.1475,0.3,0.24110910186859555,1.2442499999999999,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"H/A&M2,5",2.6774999999999998,0.45,0.3734827264239029,1.204875,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,H/A&LDEMP,2.184,0.55,0.45787545787545786,1.2012,2023-04-03,2023W14
10.0,2691602_1,2023-04-03 21:00:00,Valence,Rayo Vallecano,"D/A&P2,5",4.83,0.24545454545454548,0.20703933747412007,1.1855454545454547,2023-04-03,2023W14
10.0,2703051_1,2023-04-03 18:30:00,Empoli,Lecce,A,2.95,0.4,0.3389830508474576,1.1800000000000002,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,H/A,1.24,0.95,0.8064516129032259,1.178,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"H/A&P1,5",1.806,0.65,0.5537098560354374,1.1739,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"H/A&P2,5",2.3310000000000004,0.5,0.42900042900042895,1.1655000000000002,2023-04-03,2023W14
10.0,2703051_1,2023-04-03 18:30:00,Empoli,Lecce,"H/A&M4,5",1.4489999999999998,0.8,0.6901311249137336,1.1592,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"H/A&P3,5",4.620000000000001,0.25,0.2164502164502164,1.1550000000000002,2023-04-03,2023W14
10.0,2691602_1,2023-04-03 21:00:00,Valence,Rayo Vallecano,"D/A&P3,5",7.875,0.14545454545454545,0.12698412698412698,1.1454545454545455,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"H/A&P4,5",7.5600000000000005,0.15000000000000002,0.13227513227513227,1.1340000000000003,2023-04-03,2023W14
10.0,2703051_1,2023-04-03 18:30:00,Empoli,Lecce,"H/A&P1,5",1.8795000000000002,0.6000000000000001,0.5320563979781856,1.1277000000000004,2023-04-03,2023W14
10.0,2691602_1,2023-04-03 21:00:00,Valence,Rayo Vallecano,A,3.35,0.33636363636363636,0.29850746268656714,1.126818181818182,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"H/A&P1,5",1.7325,0.6499999999999999,0.5772005772005773,1.1261249999999998,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"H/D&P2,5",3.2025,0.35,0.312256049960968,1.1208749999999998,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"H/A&P2,5",2.2365,0.5,0.447127207690588,1.11825,2023-04-03,2023W14
10.0,2691602_1,2023-04-03 21:00:00,Valence,Rayo Vallecano,"P2,5",2.12,0.5272727272727272,0.4716981132075471,1.1178181818181818,2023-04-03,2023W14
10.0,2703051_1,2023-04-03 18:30:00,Empoli,Lecce,"D/A&P1,5",2.2155,0.5,0.45136538027533285,1.10775,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"H/A&M3,5",1.7010000000000003,0.65,0.5878894767783656,1.1056500000000002,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"D/A&P1,5",2.0055,0.55,0.4986287708800798,1.1030250000000001,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,H/A&LDEM,2.7510000000000003,0.4,0.3635041802980734,1.1004,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,H/D&LDEMP,3.654,0.30000000000000004,0.27367268746579093,1.0962,2023-04-03,2023W14
10.0,2691602_1,2023-04-03 21:00:00,Valence,Rayo Vallecano,"H/A&M3,5",1.6275000000000002,0.6727272727272727,0.6144393241167434,1.0948636363636366,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"H/A&M4,5",1.4595,0.75,0.6851661527920521,1.094625,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,LDEM,1.68,0.6499999999999999,0.5952380952380952,1.0919999999999999,2023-04-03,2023W14
10.0,2691602_1,2023-04-03 21:00:00,Valence,Rayo Vallecano,H/A&LDEMP,2.0685000000000002,0.5272727272727272,0.48344210780759,1.0906636363636364,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"P1,5",1.28,0.8500000000000001,0.78125,1.088,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,A,2.7,0.4,0.37037037037037035,1.08,2023-04-03,2023W14
10.0,2703051_1,2023-04-03 18:30:00,Empoli,Lecce,LDEMP,1.66,0.6499999999999999,0.6024096385542169,1.0789999999999997,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"P4,5",7.1,0.15000000000000002,0.14084507042253522,1.0650000000000002,2023-04-03,2023W14
10.0,2691602_1,2023-04-03 21:00:00,Valence,Rayo Vallecano,"P0,5",1.06,1.0,0.9433962264150942,1.06,2023-04-03,2023W14
10.0,2714637_1,2023-04-03 00:00:00,Atlético San Luis,Mazatlán FC,"P1,5",1.23,0.85,0.8130081300813008,1.0455,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"P2,5",1.9,0.55,0.5263157894736842,1.0450000000000002,2023-04-03,2023W14
10.0,2703051_1,2023-04-03 18:30:00,Empoli,Lecce,"M2,5",1.49,0.7,0.6711409395973155,1.043,2023-04-03,2023W14
10.0,2703051_1,2023-04-03 18:30:00,Empoli,Lecce,"M4,5",1.04,1.0,0.9615384615384615,1.04,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"P0,5",1.04,1.0,0.9615384615384615,1.04,2023-04-03,2023W14
10.0,2703052_1,2023-04-03 20:45:00,Sassuolo,Torino,"P0,5",1.04,1.0,0.9615384615384615,1.04,2023-04-03,2023W14
10.0,2647386_1,2023-04-03 21:00:00,Everton,Tottenham,"P3,5",2.95,0.35,0.3389830508474576,1.0325,2023-04-03,2023W14
