n,IdGame,Date,Home,Away,Bet,Odd,MaProba,UnibetProba,DiffProba,DateD,Week
10.0,2646787_1,2023-03-12 19:30:00,Wolfsbourg,Union Berlin,"H/A&P2,5",2.625,0.6,0.38095238095238093,1.575,2023-03-12,2023W10
10.0,2646787_1,2023-03-12 19:30:00,Wolfsbourg,Union Berlin,"P2,5",2.25,0.7,0.4444444444444444,1.575,2023-03-12,2023W10
10.0,2662160_1,2023-03-12 18:00:00,Atromitos,Panathinaikos,"H/D&M2,5",2.961,0.5318181818181817,0.33772374197906113,1.574713636363636,2023-03-12,2023W10
10.0,2662075_1,2023-03-12 16:15:00,Sporting Gijon,Mirandes,D,3.08,0.5,0.3246753246753247,1.54,2023-03-12,2023W10
10.0,2686124_1,2023-03-12 15:00:00,Hellas Verone,Monza,A,3.05,0.5,0.3278688524590164,1.525,2023-03-12,2023W10
10.0,2662160_1,2023-03-12 18:00:00,Atromitos,Panathinaikos,"H/D&M3,5",2.5305000000000004,0.5818181818181818,0.39517881841533287,1.4722909090909093,2023-03-12,2023W10
10.0,2684612_1,2023-03-12 15:00:00,Lorient,Troyes,H/A&LDEM,2.4465000000000003,0.6000000000000001,0.4087471898630696,1.4679000000000004,2023-03-12,2023W10
10.0,2646787_1,2023-03-12 19:30:00,Wolfsbourg,Union Berlin,"H/A&P1,5",1.9530000000000003,0.75,0.5120327700972862,1.46475,2023-03-12,2023W10
10.0,2686138_1,2023-03-12 18:00:00,AS Rome,Sassuolo,"H/A&M2,5",2.5515000000000003,0.55,0.39192631785224374,1.4033250000000002,2023-03-12,2023W10
10.0,2700510_1,2023-03-12 16:30:00,FC Basel,St Gallen,"H/A&P3,5",2.5515000000000003,0.55,0.39192631785224374,1.4033250000000002,2023-03-12,2023W10
10.0,2662070_1,2023-03-12 21:00:00,Grenade,Ponferradina,"H/D&M2,5",1.848,0.75,0.5411255411255411,1.3860000000000001,2023-03-12,2023W10
10.0,2662070_1,2023-03-12 21:00:00,Grenade,Ponferradina,H/D&LDEMP,1.848,0.75,0.5411255411255411,1.3860000000000001,2023-03-12,2023W10
10.0,2684612_1,2023-03-12 15:00:00,Lorient,Troyes,"H/A&P2,5",1.9530000000000003,0.7,0.5120327700972862,1.3671,2023-03-12,2023W10
10.0,2634402_1,2023-03-12 15:00:00,Manchester United,Southampton,"H/A&M3,5",1.7955,0.75,0.556947925368978,1.3466250000000002,2023-03-12,2023W10
10.0,2684599_1,2023-03-12 15:00:00,Ajaccio,Montpellier,"H/A&P1,5",2.058,0.6499999999999999,0.4859086491739553,1.3376999999999997,2023-03-12,2023W10
10.0,2662155_1,2023-03-12 18:00:00,AEK Athens,Olympiakos,H/A&LDEMP,2.121,0.6272727272727273,0.47147571900047147,1.3304454545454547,2023-03-12,2023W10
10.0,2662160_1,2023-03-12 18:00:00,Atromitos,Panathinaikos,H/D,2.28,0.5818181818181818,0.4385964912280702,1.3265454545454545,2023-03-12,2023W10
10.0,2662160_1,2023-03-12 18:00:00,Atromitos,Panathinaikos,"M2,5",1.63,0.8136363636363637,0.6134969325153374,1.3262272727272728,2023-03-12,2023W10
10.0,2662068_1,2023-03-12 18:30:00,Villarreal,Real Betis,"H/A&M3,5",1.7535,0.75,0.570287995437696,1.315125,2023-03-12,2023W10
10.0,2684599_1,2023-03-12 15:00:00,Ajaccio,Montpellier,H/A&LDEMP,2.0055,0.6499999999999999,0.4986287708800798,1.3035749999999997,2023-03-12,2023W10
