n,IdGame,Date,Home,Away,Bet,Odd,MaProba,UnibetProba,DiffProba,DateD,Week
10.0,2674247_1,2023-05-12 21:00:00,Majorque,Cadiz,"P5,5",45.0,0.1,0.022222222222222223,4.5,2023-05-12,2023W19
10.0,2674247_1,2023-05-12 21:00:00,Majorque,Cadiz,"H/D&P4,5",17.01,0.15000000000000002,0.05878894767783656,2.5515000000000008,2023-05-12,2023W19
10.0,2674247_1,2023-05-12 21:00:00,Majorque,Cadiz,"P4,5",14.2,0.15000000000000002,0.07042253521126761,2.1300000000000003,2023-05-12,2023W19
10.0,2674247_1,2023-05-12 21:00:00,Majorque,Cadiz,"H/A&P4,5",13.440000000000001,0.15000000000000002,0.0744047619047619,2.0160000000000005,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,"D/A&M1,5",7.0875,0.25,0.14109347442680775,1.771875,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,D/A&LDEMP,5.775,0.3,0.17316017316017315,1.7325,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,"D/A&M2,5",3.57,0.44999999999999996,0.2801120448179272,1.6064999999999998,2023-05-12,2023W19
10.0,2794998_1,2023-05-12 18:30:00,Sandhausen,Hansa Rostock,H/A&LDEMP,2.3415,0.65,0.42707666026051677,1.521975,2023-05-12,2023W19
10.0,2797773_1,2023-05-12 20:45:00,Lazio,Lecce,"H/A&M2,5",2.4045,0.6181818181818182,0.41588687876897484,1.4864181818181819,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,"D/A&M3,5",2.919,0.5,0.34258307639602603,1.4595,2023-05-12,2023W19
10.0,2674247_1,2023-05-12 21:00:00,Majorque,Cadiz,"H/A&P3,5",7.035,0.2,0.1421464108031272,1.4070000000000003,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,"M0,5",13.5,0.1,0.07407407407407407,1.35,2023-05-12,2023W19
10.0,2674247_1,2023-05-12 21:00:00,Majorque,Cadiz,"H/D&P3,5",6.615,0.2,0.15117157974300832,1.323,2023-05-12,2023W19
10.0,2794998_1,2023-05-12 18:30:00,Sandhausen,Hansa Rostock,D/A&LDEMP,3.2760000000000002,0.4,0.3052503052503052,1.3104000000000002,2023-05-12,2023W19
10.0,2794998_1,2023-05-12 18:30:00,Sandhausen,Hansa Rostock,LDEMP,1.98,0.65,0.5050505050505051,1.287,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,"M1,5",3.65,0.35,0.273972602739726,1.2775,2023-05-12,2023W19
10.0,2797773_1,2023-05-12 20:45:00,Lazio,Lecce,H/A&LDEMP,1.9110000000000003,0.6681818181818182,0.5232862375719518,1.2768954545454547,2023-05-12,2023W19
10.0,2674247_1,2023-05-12 21:00:00,Majorque,Cadiz,H/D&LDEM,2.7825,0.45,0.35938903863432164,1.2521250000000002,2023-05-12,2023W19
10.0,2747090_1,2023-05-12 20:30:00,Cologne,Hertha BSC,"D/A&M2,5",3.129,0.39999999999999997,0.31959092361776925,1.2515999999999998,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,"M3,5",1.39,0.9,0.7194244604316548,1.251,2023-05-12,2023W19
10.0,2797773_1,2023-05-12 20:45:00,Lazio,Lecce,A,5.25,0.23636363636363636,0.19047619047619047,1.240909090909091,2023-05-12,2023W19
10.0,2747090_1,2023-05-12 20:30:00,Cologne,Hertha BSC,"H/D&P4,5",6.195,0.2,0.16142050040355124,1.239,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,"H/A&M1,5",4.9350000000000005,0.25,0.20263424518743667,1.2337500000000001,2023-05-12,2023W19
10.0,2747090_1,2023-05-12 20:30:00,Cologne,Hertha BSC,"M0,5",12.2,0.1,0.0819672131147541,1.22,2023-05-12,2023W19
10.0,2797773_1,2023-05-12 20:45:00,Lazio,Lecce,"H/A&M3,5",1.6065,0.759090909090909,0.6224712107065048,1.2194795454545455,2023-05-12,2023W19
10.0,2794998_1,2023-05-12 18:30:00,Sandhausen,Hansa Rostock,"D/A&P3,5",4.0425,0.3,0.2473716759431045,1.21275,2023-05-12,2023W19
10.0,2747090_1,2023-05-12 20:30:00,Cologne,Hertha BSC,D/A&LDEMP,4.83,0.25,0.20703933747412007,1.2075,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,"H/D&M3,5",1.722,0.7,0.5807200929152149,1.2054,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,D,4.0,0.3,0.25,1.2,2023-05-12,2023W19
10.0,2797773_1,2023-05-12 20:45:00,Lazio,Lecce,"M2,5",1.54,0.759090909090909,0.6493506493506493,1.169,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,"D/A&M4,5",2.3100000000000005,0.5,0.4329004329004328,1.1550000000000002,2023-05-12,2023W19
10.0,2774139_1,2023-05-12 21:15:00,Gil Vicente,Boavista,"P5,5",23.0,0.05,0.043478260869565216,1.1500000000000001,2023-05-12,2023W19
10.0,2783947_1,2023-05-12 21:00:00,Lens,Reims,"M4,5",1.14,1.0,0.8771929824561404,1.14,2023-05-12,2023W19
10.0,2747090_1,2023-05-12 20:30:00,Cologne,Hertha BSC,"D/A&M3,5",2.52,0.45,0.3968253968253968,1.1340000000000001,2023-05-12,2023W19
