Date,Home,Score,Away,ScoreH,ScoreA,But,Result,Ds,Hs,As,DA,DH,HA,LDEMs,LDEMPs,DALDEMs,DHLDEMs,HALDEMs,DALDEMPs,DHLDEMPs,HALDEMPs,DateSort
2022-12-29,Huddersfield Town,2 - 0,Rotherham United,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-29
2022-12-29,Blackburn Rovers,1 - 2,Middlesbrough,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-29
2022-12-29,Millwall,0 - 0,Bristol City,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-12-29
2022-12-29,Coventry City,0 - 0,Cardiff City,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-12-29
2022-12-29,Blackpool,1 - 2,Sheffield United,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-29
2022-12-29,Huddersfield Town,2 - 0,Rotherham United,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-29
2022-12-29,Blackburn Rovers,1 - 2,Middlesbrough,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-29
2022-12-29,Coventry City,0 - 0,Cardiff City,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-12-29
2022-12-29,West Bromwich Albion,2 - 0,Preston North End,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-29
2022-12-28,Leeds United,1 - 3,Manchester City,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-28
2022-12-28,Leeds United,1 - 3,Manchester City,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-28
2022-12-27,Reading,2 - 1,Swansea City,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-27
2022-12-27,Reading,2 - 1,Swansea City,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-27
2022-12-27,Burnley,3 - 0,Birmingham City,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-27
2022-12-27,Burnley,3 - 0,Birmingham City,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-27
2022-12-27,Chelsea,2 - 0,AFC Bournemouth,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-27
2022-12-27,Chelsea,2 - 0,AFC Bournemouth,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-27
2022-12-27,Manchester United,3 - 0,Nottingham Forest,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-27
2022-12-27,Manchester United,3 - 0,Nottingham Forest,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-27
2022-12-26,Sheffield United,3 - 1,Coventry City,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-26
2022-12-26,Southampton,1 - 3,Brighton & Hove Albion,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-26
2022-12-26,Crystal Palace,0 - 3,Fulham,0,3,3,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-26
2022-12-26,Leicester City,0 - 3,Newcastle United,0,3,3,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-26
2022-12-26,Hull City,1 - 1,Blackpool,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-26
2022-12-26,Everton,1 - 2,Wolverhampton Wanderers,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-26
2022-12-26,Middlesbrough,4 - 1,Wigan Athletic,4,1,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-26
2022-12-26,Aston Villa,1 - 3,Liverpool,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-26
2022-12-26,Hull City,1 - 1,Blackpool,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-26
2022-12-26,Leicester City,0 - 3,Newcastle United,0,3,3,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-26
2022-12-26,Rotherham United,2 - 2,Stoke City,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-26
2022-12-26,Cardiff City,0 - 0,Queens Park Rangers,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-12-26
2022-12-26,Sunderland,2 - 1,Blackburn Rovers,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-26
2022-12-26,Sheffield United,3 - 1,Coventry City,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-26
2022-12-26,Preston North End,1 - 2,Huddersfield Town,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-26
2022-12-26,Crystal Palace,0 - 3,Fulham,0,3,3,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-26
2022-12-26,Everton,1 - 2,Wolverhampton Wanderers,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-26
2022-12-26,Cardiff City,0 - 0,Queens Park Rangers,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-12-26
2022-12-26,Watford,0 - 2,Millwall,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-26
2022-12-26,Southampton,1 - 3,Brighton & Hove Albion,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-26
2022-12-26,Preston North End,1 - 2,Huddersfield Town,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-26
2022-12-26,Luton Town,2 - 1,Norwich City,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-26
2022-12-26,Aston Villa,1 - 3,Liverpool,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-26
2022-12-26,Brentford,2 - 2,Tottenham Hotspur,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-26
2022-12-26,Rotherham United,2 - 2,Stoke City,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-26
2022-12-26,Middlesbrough,4 - 1,Wigan Athletic,4,1,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-26
2022-12-26,Sunderland,2 - 1,Blackburn Rovers,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-26
2022-12-26,Watford,0 - 2,Millwall,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-26
2022-12-26,Luton Town,2 - 1,Norwich City,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-26
2022-12-26,Arsenal,3 - 1,West Ham United,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-26
2022-12-26,Bristol City,0 - 2,West Bromwich Albion,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-26
2022-12-26,Bristol City,0 - 2,West Bromwich Albion,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-26
2022-12-26,Brentford,2 - 2,Tottenham Hotspur,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-26
2022-12-26,Arsenal,3 - 1,West Ham United,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-26
2022-12-21,Coventry City,1 - 0,West Bromwich Albion,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-21
2022-12-21,Coventry City,1 - 0,West Bromwich Albion,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-21
2022-12-19,Wigan Athletic,1 - 2,Sheffield United,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-19
2022-12-19,Wigan Athletic,1 - 2,Sheffield United,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-19
2022-12-17,Coventry City,3 - 3,Swansea City,3,3,6,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-17
2022-12-17,Hull City,1 - 1,Sunderland,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-17
2022-12-17,Preston North End,0 - 1,Queens Park Rangers,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-17
2022-12-17,Huddersfield Town,0 - 2,Watford,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-17
2022-12-17,Cardiff City,1 - 1,Blackpool,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-17
2022-12-17,Burnley,3 - 1,Middlesbrough,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-17
2022-12-17,West Bromwich Albion,3 - 0,Rotherham United,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-17
2022-12-17,Huddersfield Town,0 - 2,Watford,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-17
2022-12-17,Cardiff City,1 - 1,Blackpool,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-17
2022-12-17,Norwich City,0 - 2,Blackburn Rovers,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-17
2022-12-17,Burnley,3 - 1,Middlesbrough,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-17
2022-12-17,Coventry City,3 - 3,Swansea City,3,3,6,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-17
2022-12-17,Hull City,1 - 1,Sunderland,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-17
2022-12-17,Preston North End,0 - 1,Queens Park Rangers,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-17
2022-12-17,Bristol City,1 - 2,Stoke City,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-17
2022-12-17,Bristol City,1 - 2,Stoke City,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-17
2022-12-17,West Bromwich Albion,3 - 0,Rotherham United,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-17
2022-12-17,Norwich City,0 - 2,Blackburn Rovers,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-17
2022-12-16,Birmingham City,3 - 2,Reading,3,2,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-16
2022-12-16,Birmingham City,3 - 2,Reading,3,2,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-16
2022-12-12,Sunderland,1 - 2,West Bromwich Albion,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-12
2022-12-12,Sunderland,1 - 2,West Bromwich Albion,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-12
2022-12-11,Queens Park Rangers,0 - 3,Burnley,0,3,3,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-11
2022-12-11,Watford,0 - 0,Hull City,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-12-11
2022-12-11,Queens Park Rangers,0 - 3,Burnley,0,3,3,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-11
2022-12-11,Watford,0 - 0,Hull City,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-12-11
2022-12-10,Millwall,1 - 1,Wigan Athletic,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-10
2022-12-10,Rotherham United,1 - 3,Bristol City,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-10
2022-12-10,Middlesbrough,2 - 1,Luton Town,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-10
2022-12-10,Swansea City,0 - 1,Norwich City,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-10
2022-12-10,Blackpool,0 - 0,Birmingham City,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-12-10
2022-12-10,Middlesbrough,2 - 1,Luton Town,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-12-10
2022-12-10,Blackpool,0 - 0,Birmingham City,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-12-10
2022-12-10,Stoke City,2 - 2,Cardiff City,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-10
2022-12-10,Sheffield United,1 - 0,Huddersfield Town,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-10
2022-12-10,Sheffield United,1 - 0,Huddersfield Town,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-10
2022-12-10,Blackburn Rovers,1 - 4,Preston North End,1,4,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-10
2022-12-10,Millwall,1 - 1,Wigan Athletic,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-10
2022-12-10,Swansea City,0 - 1,Norwich City,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-12-10
2022-12-10,Reading,1 - 0,Coventry City,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-10
2022-12-10,Rotherham United,1 - 3,Bristol City,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-10
2022-12-10,Reading,1 - 0,Coventry City,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-10
2022-12-10,Stoke City,2 - 2,Cardiff City,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-12-10
2022-12-10,Blackburn Rovers,1 - 4,Preston North End,1,4,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-12-10
2022-12-03,Sunderland,3 - 0,Millwall,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-03
2022-12-03,Sunderland,3 - 0,Millwall,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-12-03
2022-11-13,Burnley,3 - 0,Blackburn Rovers,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-13
2022-11-13,Brighton & Hove Albion,1 - 2,Aston Villa,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-13
2022-11-13,Fulham,1 - 2,Manchester United,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-13
2022-11-13,Fulham,1 - 2,Manchester United,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-13
2022-11-13,Brighton & Hove Albion,1 - 2,Aston Villa,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-13
2022-11-13,Burnley,3 - 0,Blackburn Rovers,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-13
2022-11-12,AFC Bournemouth,3 - 0,Everton,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-12
2022-11-12,Liverpool,3 - 1,Southampton,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-12
2022-11-12,West Bromwich Albion,2 - 0,Stoke City,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-12
2022-11-12,Liverpool,3 - 1,Southampton,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-12
2022-11-12,Cardiff City,0 - 1,Sheffield United,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-12
2022-11-12,Hull City,1 - 2,Reading,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-12
2022-11-12,West Ham United,0 - 2,Leicester City,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-12
2022-11-12,Preston North End,2 - 4,Millwall,2,4,6,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-12
2022-11-12,Wolverhampton Wanderers,0 - 2,Arsenal,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-12
2022-11-12,West Bromwich Albion,2 - 0,Stoke City,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-12
2022-11-12,Manchester City,1 - 2,Brentford,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-12
2022-11-12,Bristol City,0 - 0,Watford,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-11-12
2022-11-12,West Ham United,0 - 2,Leicester City,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-12
2022-11-12,Wigan Athletic,2 - 1,Blackpool,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-12
2022-11-12,Preston North End,2 - 4,Millwall,2,4,6,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-12
2022-11-12,Norwich City,1 - 2,Middlesbrough,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-12
2022-11-12,Luton Town,1 - 1,Rotherham United,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-11-12
2022-11-12,Bristol City,0 - 0,Watford,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-11-12
2022-11-12,Tottenham Hotspur,4 - 3,Leeds United,4,3,7,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-12
2022-11-12,Tottenham Hotspur,4 - 3,Leeds United,4,3,7,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-12
2022-11-12,Coventry City,2 - 0,Queens Park Rangers,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-12
2022-11-12,Hull City,1 - 2,Reading,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-12
2022-11-12,Nottingham Forest,1 - 0,Crystal Palace,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-12
2022-11-12,Manchester City,1 - 2,Brentford,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-12
2022-11-12,Norwich City,1 - 2,Middlesbrough,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-12
2022-11-12,Huddersfield Town,0 - 0,Swansea City,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-11-12
2022-11-12,Wigan Athletic,2 - 1,Blackpool,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-12
2022-11-12,Newcastle United,1 - 0,Chelsea,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-12
2022-11-12,Nottingham Forest,1 - 0,Crystal Palace,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-12
2022-11-12,Newcastle United,1 - 0,Chelsea,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-12
2022-11-12,AFC Bournemouth,3 - 0,Everton,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-12
2022-11-12,Luton Town,1 - 1,Rotherham United,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-11-12
2022-11-12,Wolverhampton Wanderers,0 - 2,Arsenal,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-12
2022-11-12,Coventry City,2 - 0,Queens Park Rangers,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-12
2022-11-12,Cardiff City,0 - 1,Sheffield United,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-12
2022-11-12,Huddersfield Town,0 - 0,Swansea City,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-11-12
2022-11-11,Birmingham City,1 - 2,Sunderland,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-11
2022-11-11,Birmingham City,1 - 2,Sunderland,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-11
2022-11-08,Blackpool,0 - 3,Middlesbrough,0,3,3,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-08
2022-11-08,Birmingham City,2 - 2,Swansea City,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-11-08
2022-11-08,Cardiff City,2 - 3,Hull City,2,3,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-08
2022-11-08,Coventry City,2 - 0,Wigan Athletic,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-08
2022-11-08,Sheffield United,0 - 1,Rotherham United,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-08
2022-11-08,Coventry City,2 - 0,Wigan Athletic,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-08
2022-11-08,Queens Park Rangers,1 - 2,Huddersfield Town,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-08
2022-11-08,Birmingham City,2 - 2,Swansea City,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-11-08
2022-11-08,Sheffield United,0 - 1,Rotherham United,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-08
2022-11-08,Queens Park Rangers,1 - 2,Huddersfield Town,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-08
2022-11-08,Stoke City,2 - 0,Luton Town,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-08
2022-11-08,Watford,2 - 0,Reading,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-08
2022-11-08,Cardiff City,2 - 3,Hull City,2,3,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-08
2022-11-08,Stoke City,2 - 0,Luton Town,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-08
2022-11-08,Blackpool,0 - 3,Middlesbrough,0,3,3,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-08
2022-11-08,Watford,2 - 0,Reading,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-08
2022-11-06,Southampton,1 - 4,Newcastle United,1,4,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-06
2022-11-06,Tottenham Hotspur,1 - 2,Liverpool,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-06
2022-11-06,Chelsea,0 - 1,Arsenal,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-06
2022-11-06,Aston Villa,3 - 1,Manchester United,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-06
2022-11-06,West Ham United,1 - 2,Crystal Palace,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-06
2022-11-06,Aston Villa,3 - 1,Manchester United,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-06
2022-11-06,West Ham United,1 - 2,Crystal Palace,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-06
2022-11-06,Chelsea,0 - 1,Arsenal,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-06
2022-11-06,Tottenham Hotspur,1 - 2,Liverpool,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-06
2022-11-06,Southampton,1 - 4,Newcastle United,1,4,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-06
2022-11-05,Wolverhampton Wanderers,2 - 3,Brighton & Hove Albion,2,3,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-05
2022-11-05,Sheffield United,5 - 2,Burnley,5,2,7,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-05
2022-11-05,Swansea City,2 - 2,Wigan Athletic,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-11-05
2022-11-05,Watford,0 - 1,Coventry City,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-05
2022-11-05,Stoke City,1 - 2,Birmingham City,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-05
2022-11-05,Queens Park Rangers,0 - 1,West Bromwich Albion,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-05
2022-11-05,Nottingham Forest,2 - 2,Brentford,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-11-05
2022-11-05,Millwall,0 - 0,Hull City,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-11-05
2022-11-05,Everton,0 - 2,Leicester City,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-05
2022-11-05,Swansea City,2 - 2,Wigan Athletic,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-11-05
2022-11-05,Middlesbrough,1 - 1,Bristol City,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-11-05
2022-11-05,Sunderland,0 - 1,Cardiff City,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-05
2022-11-05,Everton,0 - 2,Leicester City,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-05
2022-11-05,Leeds United,4 - 3,AFC Bournemouth,4,3,7,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-05
2022-11-05,Queens Park Rangers,0 - 1,West Bromwich Albion,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-11-05
2022-11-05,Manchester City,2 - 1,Fulham,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-05
2022-11-05,Wolverhampton Wanderers,2 - 3,Brighton & Hove Albion,2,3,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-11-05
2022-11-05,Leeds United,4 - 3,AFC Bournemouth,4,3,7,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-05
2022-11-05,Manchester City,2 - 1,Fulham,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-11-05
2022-11-05,Blackburn Rovers,1 - 0,Huddersfield Town,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-05
2022-11-05,Blackburn Rovers,1 - 0,Huddersfield Town,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-11-05
2022-11-05,Middlesbrough,1 - 1,Bristol City,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-11-05
