Date,Home,Score,Away,ScoreH,ScoreA,But,Result,Ds,Hs,As,DA,DH,HA,LDEMs,LDEMPs,DALDEMs,DHLDEMs,HALDEMs,DALDEMPs,DHLDEMPs,HALDEMPs,DateSort
2022-09-09,Palermo,1 - 0,Genoa,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-09
2022-09-09,Palermo,1 - 0,Genoa,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-09
2022-09-05,Torino,1 - 0,Lecce,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-05
2022-09-05,Monza,0 - 2,Atalanta,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-05
2022-09-05,Monza,0 - 2,Atalanta,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-05
2022-09-05,Salernitana,2 - 2,Empoli,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-05
2022-09-05,Salernitana,2 - 2,Empoli,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-05
2022-09-05,Torino,1 - 0,Lecce,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-05
2022-09-04,Cremonese,0 - 0,Sassuolo,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-09-04
2022-09-04,Cremonese,0 - 0,Sassuolo,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-09-04
2022-09-04,Udinese,4 - 0,AS Roma,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-04
2022-09-04,Suditrol,2 - 1,Pisa,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-04
2022-09-04,Hellas Verona,2 - 1,Sampdoria,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-04
2022-09-04,Hellas Verona,2 - 1,Sampdoria,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-04
2022-09-04,Udinese,4 - 0,AS Roma,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-04
2022-09-04,Suditrol,2 - 1,Pisa,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-04
2022-09-04,Spezia,2 - 2,Bologna,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-04
2022-09-04,Spezia,2 - 2,Bologna,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-04
2022-09-03,Ternana,1 - 1,Cosenza,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-03
2022-09-03,Ascoli,0 - 0,Cittadella,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-09-03
2022-09-03,Venezia,0 - 2,Benevento,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-03
2022-09-03,Frosinone,2 - 0,Como,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-03
2022-09-03,Bari,2 - 2,SPAL,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-03
2022-09-03,Frosinone,2 - 0,Como,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-03
2022-09-03,Venezia,0 - 2,Benevento,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-03
2022-09-03,Fiorentina,1 - 1,Juventus,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-03
2022-09-03,Reggina,3 - 0,Palermo,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-03
2022-09-03,AC Milan,3 - 2,Internazionale,3,2,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-03
2022-09-03,Genoa,3 - 3,Parma,3,3,6,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-03
2022-09-03,Fiorentina,1 - 1,Juventus,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-03
2022-09-03,Brescia,2 - 1,Perugia,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-03
2022-09-03,Ternana,1 - 1,Cosenza,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-03
2022-09-03,AC Milan,3 - 2,Internazionale,3,2,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-03
2022-09-03,Brescia,2 - 1,Perugia,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-03
2022-09-03,Reggina,3 - 0,Palermo,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-03
2022-09-03,Lazio,1 - 2,Napoli,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-03
2022-09-03,Lazio,1 - 2,Napoli,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-03
2022-09-03,Bari,2 - 2,SPAL,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-03
2022-09-03,Genoa,3 - 3,Parma,3,3,6,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-03
2022-09-03,Ascoli,0 - 0,Cittadella,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-09-03
2022-09-02,Cagliari,1 - 0,Modena,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-02
2022-09-02,Cagliari,1 - 0,Modena,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-02
2022-09-01,Atalanta,3 - 1,Torino,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-01
2022-09-01,Bologna,1 - 1,Salernitana,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-01
2022-09-01,Atalanta,3 - 1,Torino,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-01
2022-09-01,Bologna,1 - 1,Salernitana,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-01
2022-08-31,Sampdoria,1 - 1,Lazio,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-31
2022-08-31,Udinese,1 - 0,Fiorentina,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-31
2022-08-31,Juventus,2 - 0,Spezia,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-31
2022-08-31,Empoli,1 - 1,Hellas Verona,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-31
2022-08-31,Udinese,1 - 0,Fiorentina,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-31
2022-08-31,Napoli,1 - 1,Lecce,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-31
2022-08-31,Juventus,2 - 0,Spezia,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-31
2022-08-31,Empoli,1 - 1,Hellas Verona,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-31
2022-08-31,Sampdoria,1 - 1,Lazio,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-31
2022-08-31,Napoli,1 - 1,Lecce,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-31
2022-08-30,AS Roma,3 - 0,Monza,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-30
2022-08-30,AS Roma,3 - 0,Monza,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-30
2022-08-30,Internazionale,3 - 1,Cremonese,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-30
2022-08-30,Sassuolo,0 - 0,AC Milan,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-30
2022-08-30,Sassuolo,0 - 0,AC Milan,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-30
2022-08-30,Internazionale,3 - 1,Cremonese,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-30
2022-08-29,Como,0 - 1,Brescia,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-29
2022-08-29,Como,0 - 1,Brescia,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-29
2022-08-28,Benevento,2 - 1,Frosinone,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-28
2022-08-28,Reggina,4 - 0,Suditrol,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-28
2022-08-28,Salernitana,4 - 0,Sampdoria,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-28
2022-08-28,Perugia,1 - 3,Bari,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-28
2022-08-28,Fiorentina,0 - 0,Napoli,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-28
2022-08-28,Lecce,1 - 1,Empoli,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-28
2022-08-28,Parma,1 - 0,Cosenza,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-28
2022-08-28,Salernitana,4 - 0,Sampdoria,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-28
2022-08-28,Lecce,1 - 1,Empoli,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-28
2022-08-28,Pisa,0 - 1,Genoa,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-28
2022-08-28,Parma,1 - 0,Cosenza,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-28
2022-08-28,Reggina,4 - 0,Suditrol,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-28
2022-08-28,Fiorentina,0 - 0,Napoli,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-28
2022-08-28,Pisa,0 - 1,Genoa,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-28
2022-08-28,Benevento,2 - 1,Frosinone,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-28
2022-08-28,Cittadella,1 - 1,Venezia,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-28
2022-08-28,Perugia,1 - 3,Bari,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-28
2022-08-28,Hellas Verona,0 - 1,Atalanta,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-28
2022-08-28,Hellas Verona,0 - 1,Atalanta,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-28
2022-08-28,Cittadella,1 - 1,Venezia,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-28
2022-08-27,Juventus,1 - 1,AS Roma,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-27
2022-08-27,Spezia,2 - 2,Sassuolo,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-27
2022-08-27,SPAL,1 - 0,Cagliari,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-27
2022-08-27,Spezia,2 - 2,Sassuolo,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-27
2022-08-27,Cremonese,1 - 2,Torino,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-27
2022-08-27,AC Milan,2 - 0,Bologna,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-27
2022-08-27,Cremonese,1 - 2,Torino,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-27
2022-08-27,AC Milan,2 - 0,Bologna,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-27
2022-08-27,Modena,4 - 1,Ternana,4,1,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-27
2022-08-27,Juventus,1 - 1,AS Roma,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-27
2022-08-27,Palermo,2 - 3,Ascoli,2,3,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-27
2022-08-27,SPAL,1 - 0,Cagliari,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-27
2022-08-27,Palermo,2 - 3,Ascoli,2,3,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-27
2022-08-27,Modena,4 - 1,Ternana,4,1,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-27
2022-08-26,Monza,1 - 2,Udinese,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-26
2022-08-26,Lazio,3 - 1,Internazionale,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-26
2022-08-26,Monza,1 - 2,Udinese,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-26
2022-08-26,Lazio,3 - 1,Internazionale,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-26
2022-08-22,AS Roma,1 - 0,Cremonese,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-22
2022-08-22,Sampdoria,0 - 0,Juventus,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-22
2022-08-22,Sampdoria,0 - 0,Juventus,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-22
2022-08-22,AS Roma,1 - 0,Cremonese,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-22
2022-08-21,Suditrol,1 - 2,Venezia,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-21
2022-08-21,Cosenza,2 - 1,Modena,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-21
2022-08-21,Cagliari,2 - 1,Cittadella,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-21
2022-08-21,Bologna,1 - 1,Hellas Verona,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-21
2022-08-21,Atalanta,1 - 1,AC Milan,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-21
2022-08-21,Frosinone,3 - 0,Brescia,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-21
2022-08-21,Ternana,1 - 0,Reggina,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-21
2022-08-21,Pisa,2 - 2,Como,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-21
2022-08-21,Cosenza,2 - 1,Modena,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-21
2022-08-21,Napoli,4 - 0,Monza,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-21
2022-08-21,Empoli,0 - 0,Fiorentina,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-21
2022-08-21,Napoli,4 - 0,Monza,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-21
2022-08-21,Ternana,1 - 0,Reggina,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-21
2022-08-21,Cagliari,2 - 1,Cittadella,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-21
2022-08-21,Empoli,0 - 0,Fiorentina,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-21
2022-08-21,Frosinone,3 - 0,Brescia,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-21
2022-08-21,Atalanta,1 - 1,AC Milan,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-21
2022-08-21,Bologna,1 - 1,Hellas Verona,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-21
2022-08-21,Pisa,2 - 2,Como,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-21
2022-08-21,Suditrol,1 - 2,Venezia,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-21
2022-08-20,Udinese,0 - 0,Salernitana,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-20
2022-08-20,Sassuolo,1 - 0,Lecce,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-20
2022-08-20,Sassuolo,1 - 0,Lecce,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-20
2022-08-20,Internazionale,3 - 0,Spezia,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-20
2022-08-20,Genoa,0 - 0,Benevento,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-20
2022-08-20,Genoa,0 - 0,Benevento,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-20
2022-08-20,Ascoli,1 - 1,SPAL,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-20
2022-08-20,Ascoli,1 - 1,SPAL,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-20
2022-08-20,Internazionale,3 - 0,Spezia,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-20
2022-08-20,Udinese,0 - 0,Salernitana,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-20
2022-08-20,Perugia,0 - 0,Parma,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-20
2022-08-20,Perugia,0 - 0,Parma,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-20
2022-08-20,Torino,0 - 0,Lazio,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-20
2022-08-20,Torino,0 - 0,Lazio,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-08-20
2022-08-19,Bari,1 - 1,Palermo,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-19
2022-08-19,Bari,1 - 1,Palermo,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-19
2022-08-15,Hellas Verona,2 - 5,Napoli,2,5,7,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-15
2022-08-15,Hellas Verona,2 - 5,Napoli,2,5,7,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-15
2022-08-15,Juventus,3 - 0,Sassuolo,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-15
2022-08-15,Juventus,3 - 0,Sassuolo,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-15
2022-08-14,Lazio,2 - 1,Bologna,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-14
2022-08-14,SPAL,1 - 3,Reggina,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-14
2022-08-14,Salernitana,0 - 1,AS Roma,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-14
2022-08-14,Benevento,0 - 1,Cosenza,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-14
2022-08-14,Ascoli,2 - 1,Ternana,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-14
2022-08-14,Benevento,0 - 1,Cosenza,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-14
2022-08-14,Brescia,2 - 0,Suditrol,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-14
2022-08-14,Spezia,1 - 0,Empoli,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-14
2022-08-14,Modena,0 - 1,Frosinone,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-14
2022-08-14,Fiorentina,3 - 2,Cremonese,3,2,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-14
2022-08-14,Salernitana,0 - 1,AS Roma,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-14
2022-08-14,Fiorentina,3 - 2,Cremonese,3,2,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-14
2022-08-14,Modena,0 - 1,Frosinone,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-14
2022-08-14,Ascoli,2 - 1,Ternana,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-14
2022-08-14,Lazio,2 - 1,Bologna,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-14
2022-08-14,Brescia,2 - 0,Suditrol,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-14
2022-08-14,Venezia,1 - 2,Genoa,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-14
2022-08-14,Venezia,1 - 2,Genoa,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-14
2022-08-14,SPAL,1 - 3,Reggina,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-14
2022-08-14,Spezia,1 - 0,Empoli,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-14
2022-08-13,Palermo,2 - 0,Perugia,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-13
2022-08-13,Cittadella,4 - 3,Pisa,4,3,7,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-13
2022-08-13,Cittadella,4 - 3,Pisa,4,3,7,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-13
2022-08-13,Palermo,2 - 0,Perugia,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-08-13
2022-08-13,Monza,1 - 2,Torino,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-13
2022-08-13,AC Milan,4 - 2,Udinese,4,2,6,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-13
2022-08-13,Como,1 - 1,Cagliari,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-13
2022-08-13,AC Milan,4 - 2,Udinese,4,2,6,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-08-13
2022-08-13,Sampdoria,0 - 2,Atalanta,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-13
2022-08-13,Monza,1 - 2,Torino,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-13
2022-08-13,Lecce,1 - 2,Internazionale,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-13
2022-08-13,Sampdoria,0 - 2,Atalanta,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-08-13
2022-08-13,Lecce,1 - 2,Internazionale,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-08-13
2022-08-13,Como,1 - 1,Cagliari,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-13
2022-08-12,Parma,2 - 2,Bari,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-12
2022-08-12,Parma,2 - 2,Bari,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-08-12
