Date,Home,Score,Away,ScoreH,ScoreA,But,Result,Ds,Hs,As,DA,DH,HA,LDEMs,LDEMPs,DALDEMs,DHLDEMs,HALDEMs,DALDEMPs,DHLDEMPs,HALDEMPs,DateSort
2022-10-22,Frosinone,1 - 0,Bari,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-22
2022-10-22,SPAL,5 - 0,Cosenza,5,0,5,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-22
2022-10-22,SPAL,5 - 0,Cosenza,5,0,5,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-22
2022-10-22,AC Milan,4 - 1,Monza,4,1,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-22
2022-10-21,Juventus,4 - 0,Empoli,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-21
2022-10-21,Juventus,4 - 0,Empoli,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-21
2022-10-17,Lecce,1 - 1,Fiorentina,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-17
2022-10-17,Sampdoria,0 - 1,AS Roma,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-17
2022-10-17,Sampdoria,0 - 1,AS Roma,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-17
2022-10-17,Lecce,1 - 1,Fiorentina,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-17
2022-10-16,Internazionale,2 - 0,Salernitana,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-16
2022-10-16,Spezia,2 - 2,Cremonese,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-16
2022-10-16,Napoli,3 - 2,Bologna,3,2,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-16
2022-10-16,Spezia,2 - 2,Cremonese,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-16
2022-10-16,Perugia,1 - 2,Suditrol,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-16
2022-10-16,Hellas Verona,1 - 2,AC Milan,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-16
2022-10-16,Lazio,0 - 0,Udinese,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-10-16
2022-10-16,Internazionale,2 - 0,Salernitana,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-16
2022-10-16,Lazio,0 - 0,Udinese,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-10-16
2022-10-16,Hellas Verona,1 - 2,AC Milan,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-16
2022-10-16,Napoli,3 - 2,Bologna,3,2,5,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-16
2022-10-16,Perugia,1 - 2,Suditrol,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-16
2022-10-15,Atalanta,2 - 1,Sassuolo,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-15
2022-10-15,Modena,5 - 1,Como,5,1,6,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-15
2022-10-15,Parma,2 - 0,Reggina,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-15
2022-10-15,Cagliari,2 - 1,Brescia,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-15
2022-10-15,Atalanta,2 - 1,Sassuolo,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-15
2022-10-15,Parma,2 - 0,Reggina,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-15
2022-10-15,Benevento,2 - 3,Ternana,2,3,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-15
2022-10-15,Cittadella,0 - 0,SPAL,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-10-15
2022-10-15,Torino,0 - 1,Juventus,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-15
2022-10-15,Empoli,1 - 0,Monza,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-15
2022-10-15,Cittadella,0 - 0,SPAL,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-10-15
2022-10-15,Cosenza,1 - 2,Genoa,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-15
2022-10-15,Bari,0 - 2,Ascoli,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-15
2022-10-15,Cosenza,1 - 2,Genoa,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-15
2022-10-15,Torino,0 - 1,Juventus,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-15
2022-10-15,Bari,0 - 2,Ascoli,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-15
2022-10-15,Cagliari,2 - 1,Brescia,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-15
2022-10-15,Benevento,2 - 3,Ternana,2,3,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-15
2022-10-15,Palermo,3 - 3,Pisa,3,3,6,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-15
2022-10-15,Modena,5 - 1,Como,5,1,6,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-15
2022-10-15,Palermo,3 - 3,Pisa,3,3,6,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-15
2022-10-15,Empoli,1 - 0,Monza,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-15
2022-10-14,Venezia,1 - 3,Frosinone,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-14
2022-10-14,Venezia,1 - 3,Frosinone,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-14
2022-10-10,Fiorentina,0 - 4,Lazio,0,4,4,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-10
2022-10-10,Fiorentina,0 - 4,Lazio,0,4,4,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-10
2022-10-09,Como,1 - 0,Perugia,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-09
2022-10-09,Suditrol,1 - 1,Benevento,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-09
2022-10-09,Udinese,2 - 2,Atalanta,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-09
2022-10-09,Como,1 - 0,Perugia,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-09
2022-10-09,Salernitana,2 - 1,Hellas Verona,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-09
2022-10-09,Suditrol,1 - 1,Benevento,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-09
2022-10-09,Udinese,2 - 2,Atalanta,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-09
2022-10-09,Cremonese,1 - 4,Napoli,1,4,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-09
2022-10-09,Torino,1 - 1,Empoli,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-09
2022-10-09,Salernitana,2 - 1,Hellas Verona,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-09
2022-10-09,Monza,2 - 0,Spezia,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-09
2022-10-09,AS Roma,2 - 1,Lecce,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-09
2022-10-09,AS Roma,2 - 1,Lecce,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-09
2022-10-09,Cremonese,1 - 4,Napoli,1,4,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-09
2022-10-09,Torino,1 - 1,Empoli,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-09
2022-10-09,Monza,2 - 0,Spezia,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-09
2022-10-08,Ascoli,1 - 2,Modena,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-08
2022-10-08,Ternana,3 - 0,Palermo,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-08
2022-10-08,Bologna,1 - 1,Sampdoria,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-08
2022-10-08,Ascoli,1 - 2,Modena,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-08
2022-10-08,Pisa,0 - 0,Parma,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-10-08
2022-10-08,Sassuolo,1 - 2,Internazionale,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-08
2022-10-08,AC Milan,2 - 0,Juventus,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-08
2022-10-08,Bologna,1 - 1,Sampdoria,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-08
2022-10-08,Frosinone,2 - 0,SPAL,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-08
2022-10-08,Reggina,3 - 0,Cosenza,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-08
2022-10-08,AC Milan,2 - 0,Juventus,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-08
2022-10-08,Sassuolo,1 - 2,Internazionale,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-08
2022-10-08,Brescia,1 - 1,Cittadella,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-08
2022-10-08,Pisa,0 - 0,Parma,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-10-08
2022-10-08,Venezia,1 - 2,Bari,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-08
2022-10-08,Reggina,3 - 0,Cosenza,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-08
2022-10-08,Brescia,1 - 1,Cittadella,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-08
2022-10-08,Frosinone,2 - 0,SPAL,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-08
2022-10-08,Ternana,3 - 0,Palermo,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-08
2022-10-08,Venezia,1 - 2,Bari,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-08
2022-10-07,Genoa,0 - 0,Cagliari,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-10-07
2022-10-07,Genoa,0 - 0,Cagliari,0,0,0,Draw,1,0,0,1,1,0,0,1,0,0,0,1,1,0,2022-10-07
2022-10-03,Hellas Verona,1 - 2,Udinese,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-03
2022-10-03,Hellas Verona,1 - 2,Udinese,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-03
2022-10-02,Lazio,4 - 0,Spezia,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-02
2022-10-02,Juventus,3 - 0,Bologna,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-02
2022-10-02,Lecce,1 - 1,Cremonese,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-02
2022-10-02,Sassuolo,5 - 0,Salernitana,5,0,5,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-02
2022-10-02,Lazio,4 - 0,Spezia,4,0,4,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-02
2022-10-02,Atalanta,1 - 0,Fiorentina,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-02
2022-10-02,Sampdoria,0 - 3,Monza,0,3,3,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-02
2022-10-02,Juventus,3 - 0,Bologna,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-02
2022-10-02,Benevento,1 - 1,Ascoli,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-02
2022-10-02,Lecce,1 - 1,Cremonese,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-02
2022-10-02,Sassuolo,5 - 0,Salernitana,5,0,5,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-02
2022-10-02,Atalanta,1 - 0,Fiorentina,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-02
2022-10-02,Sampdoria,0 - 3,Monza,0,3,3,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-02
2022-10-02,Benevento,1 - 1,Ascoli,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-10-02
2022-10-01,Bari,6 - 2,Brescia,6,2,8,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-01
2022-10-01,Cittadella,0 - 2,Ternana,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-01
2022-10-01,Cittadella,0 - 2,Ternana,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-01
2022-10-01,Perugia,1 - 3,Pisa,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-01
2022-10-01,Bari,6 - 2,Brescia,6,2,8,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-01
2022-10-01,Palermo,0 - 1,Suditrol,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-01
2022-10-01,Napoli,3 - 1,Torino,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-01
2022-10-01,Empoli,1 - 3,AC Milan,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-01
2022-10-01,SPAL,0 - 2,Genoa,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-01
2022-10-01,Empoli,1 - 3,AC Milan,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-01
2022-10-01,Cagliari,1 - 4,Venezia,1,4,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-01
2022-10-01,Internazionale,1 - 2,AS Roma,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-01
2022-10-01,Modena,1 - 0,Reggina,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-01
2022-10-01,Perugia,1 - 3,Pisa,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-01
2022-10-01,Napoli,3 - 1,Torino,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-01
2022-10-01,Palermo,0 - 1,Suditrol,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-01
2022-10-01,Parma,2 - 1,Frosinone,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-01
2022-10-01,SPAL,0 - 2,Genoa,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-10-01
2022-10-01,Parma,2 - 1,Frosinone,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-10-01
2022-10-01,Cagliari,1 - 4,Venezia,1,4,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-01
2022-10-01,Modena,1 - 0,Reggina,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-10-01
2022-10-01,Internazionale,1 - 2,AS Roma,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-10-01
2022-09-30,Cosenza,3 - 1,Como,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-30
2022-09-30,Cosenza,3 - 1,Como,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-30
2022-09-18,Fiorentina,2 - 0,Hellas Verona,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-18
2022-09-18,Udinese,3 - 1,Internazionale,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-18
2022-09-18,AC Milan,1 - 2,Napoli,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-18
2022-09-18,Monza,1 - 0,Juventus,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-18
2022-09-18,Fiorentina,2 - 0,Hellas Verona,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-18
2022-09-18,Ternana,1 - 0,Perugia,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-18
2022-09-18,Cremonese,0 - 4,Lazio,0,4,4,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-18
2022-09-18,Udinese,3 - 1,Internazionale,3,1,4,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-18
2022-09-18,AC Milan,1 - 2,Napoli,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-18
2022-09-18,Cremonese,0 - 4,Lazio,0,4,4,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-18
2022-09-18,AS Roma,0 - 1,Atalanta,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-18
2022-09-18,Ternana,1 - 0,Perugia,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-18
2022-09-18,Monza,1 - 0,Juventus,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-18
2022-09-18,AS Roma,0 - 1,Atalanta,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-18
2022-09-17,Frosinone,1 - 0,Palermo,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-17
2022-09-17,Venezia,1 - 1,Pisa,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-17
2022-09-17,Ascoli,1 - 3,Parma,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-17
2022-09-17,Bologna,0 - 1,Empoli,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-17
2022-09-17,Spezia,2 - 1,Sampdoria,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-17
2022-09-17,Torino,0 - 1,Sassuolo,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-17
2022-09-17,Reggina,3 - 0,Cittadella,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-17
2022-09-17,Reggina,3 - 0,Cittadella,3,0,3,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-17
2022-09-17,Como,3 - 3,SPAL,3,3,6,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-17
2022-09-17,Genoa,1 - 0,Modena,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-17
2022-09-17,Venezia,1 - 1,Pisa,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-17
2022-09-17,Genoa,1 - 0,Modena,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-17
2022-09-17,Frosinone,1 - 0,Palermo,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-17
2022-09-17,Suditrol,1 - 1,Cosenza,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-17
2022-09-17,Spezia,2 - 1,Sampdoria,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-17
2022-09-17,Ascoli,1 - 3,Parma,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-17
2022-09-17,Bologna,0 - 1,Empoli,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-17
2022-09-17,Torino,0 - 1,Sassuolo,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-17
2022-09-17,Cagliari,0 - 1,Bari,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-17
2022-09-17,Suditrol,1 - 1,Cosenza,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-17
2022-09-17,Como,3 - 3,SPAL,3,3,6,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-17
2022-09-17,Cagliari,0 - 1,Bari,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-17
2022-09-16,Brescia,1 - 0,Benevento,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-16
2022-09-16,Salernitana,1 - 2,Lecce,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-16
2022-09-16,Brescia,1 - 0,Benevento,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-16
2022-09-16,Salernitana,1 - 2,Lecce,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-16
2022-09-12,Empoli,1 - 2,AS Roma,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-12
2022-09-12,Empoli,1 - 2,AS Roma,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-12
2022-09-11,Bologna,2 - 1,Fiorentina,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-11
2022-09-11,Atalanta,1 - 1,Cremonese,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-11
2022-09-11,Sassuolo,1 - 3,Udinese,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-11
2022-09-11,Lecce,1 - 1,Monza,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-11
2022-09-11,Sassuolo,1 - 3,Udinese,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-11
2022-09-11,Bologna,2 - 1,Fiorentina,2,1,3,Home,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2022-09-11
2022-09-11,Juventus,2 - 2,Salernitana,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-11
2022-09-11,Atalanta,1 - 1,Cremonese,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-11
2022-09-11,Juventus,2 - 2,Salernitana,2,2,4,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-11
2022-09-11,Lecce,1 - 1,Monza,1,1,2,Draw,1,0,0,1,1,0,1,0,1,1,0,0,0,0,2022-09-11
2022-09-11,SPAL,2 - 0,Venezia,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-11
2022-09-11,Lazio,2 - 0,Hellas Verona,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-11
2022-09-11,SPAL,2 - 0,Venezia,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-11
2022-09-11,Lazio,2 - 0,Hellas Verona,2,0,2,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-11
2022-09-10,Cosenza,0 - 1,Bari,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-10
2022-09-10,Parma,2 - 3,Ternana,2,3,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-10
2022-09-10,Pisa,0 - 1,Reggina,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-10
2022-09-10,Benevento,0 - 2,Cagliari,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-10
2022-09-10,Cittadella,1 - 0,Frosinone,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-10
2022-09-10,Internazionale,1 - 0,Torino,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-10
2022-09-10,Napoli,1 - 0,Spezia,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-10
2022-09-10,Perugia,1 - 0,Ascoli,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-10
2022-09-10,Napoli,1 - 0,Spezia,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-10
2022-09-10,Como,0 - 2,Suditrol,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-10
2022-09-10,Modena,1 - 3,Brescia,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-10
2022-09-10,Cittadella,1 - 0,Frosinone,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-10
2022-09-10,Parma,2 - 3,Ternana,2,3,5,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-10
2022-09-10,Pisa,0 - 1,Reggina,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-10
2022-09-10,Sampdoria,1 - 2,AC Milan,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-10
2022-09-10,Benevento,0 - 2,Cagliari,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-10
2022-09-10,Perugia,1 - 0,Ascoli,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-10
2022-09-10,Como,0 - 2,Suditrol,0,2,2,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-10
2022-09-10,Modena,1 - 3,Brescia,1,3,4,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-10
2022-09-10,Internazionale,1 - 0,Torino,1,0,1,Home,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2022-09-10
2022-09-10,Sampdoria,1 - 2,AC Milan,1,2,3,Away,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2022-09-10
2022-09-10,Cosenza,0 - 1,Bari,0,1,1,Away,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2022-09-10
