n,IdGame,Date,Home,Away,Bet,Odd,MaProba,UnibetProba,DiffProba,DateD,Week
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,D,9.75,0.2,0.10256410256410256,1.9500000000000002,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,"D/A&M2,5",9.345,0.2,0.1070090957731407,1.8690000000000004,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,"D/A&M3,5",8.61,0.2,0.11614401858304298,1.722,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,"H/A&M1,5",3.549,0.4818181818181818,0.2817695125387433,1.7099727272727272,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,D/A&LDEM,8.2425,0.2,0.12132241431604489,1.6485,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,"H/D&M1,5",3.2550000000000003,0.4727272727272727,0.3072196620583717,1.538727272727273,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,"M1,5",2.46,0.6227272727272727,0.4065040650406504,1.5319090909090909,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,LDEM,1.85,0.75,0.5405405405405405,1.3875000000000002,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,"D/A&M4,5",6.720000000000001,0.2,0.1488095238095238,1.344,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,"D/A&P2,5",5.5125,0.2318181818181818,0.18140589569160998,1.2778977272727272,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,"D/A&M1,5",4.305,0.2909090909090909,0.23228803716608595,1.2523636363636363,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,"D/A&P3,5",8.7675,0.14090909090909093,0.11405759908753921,1.2354204545454548,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,A,4.15,0.2863636363636364,0.24096385542168672,1.1884090909090912,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,H/A&LDEM,2.1420000000000003,0.55,0.46685340802987857,1.1781000000000001,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,D/A,5.85,0.2,0.17094017094017094,1.1700000000000002,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,"D/A&P1,5",5.6175,0.2,0.17801513128615934,1.1235,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,"H/A&M2,5",2.3205,0.4818181818181818,0.43094160741219567,1.1180590909090908,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,"D/A&P4,5",24.150000000000002,0.045454545454545456,0.041407867494824016,1.0977272727272727,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,"H/D&P1,5",1.1235000000000002,0.95,0.8900756564307964,1.067325,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,"M0,5",7.55,0.14090909090909093,0.13245033112582782,1.0638636363636365,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,D/A,1.83,0.5727272727272728,0.5464480874316939,1.0480909090909092,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,"H/D&P4,5",2.3205,0.45,0.43094160741219567,1.044225,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,"H/A&P4,5",2.3100000000000005,0.45,0.4329004329004328,1.0395000000000003,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,D/A&LDEMP,3.57,0.2909090909090909,0.2801120448179272,1.0385454545454544,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,H/D,1.02,1.0,0.9803921568627451,1.02,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,"P4,5",2.25,0.45,0.4444444444444444,1.0125000000000002,2023-04-30,2023W17
10,2726509_1,2023-04-30 15:30:00,Bayern Munich,Hertha BSC,"P0,5",1.01,1.0,0.9900990099009901,1.01,2023-04-30,2023W17
10,2646688_1,2023-04-30 14:00:00,FC Andorre,Mirandes,"M2,5",1.5,0.6727272727272727,0.6666666666666666,1.0090909090909093,2023-04-30,2023W17
