IdGame,Date,Home,Away,Bet,Odd,MaProba,UnibetProba,DiffProba,DateD
2634137_1,2023-02-27 22:15:00,Guimaraes,Braga,H/A,1.302,0.9,0.7680491551459293,0.13195084485407071,2023-02-27
2648414_1,2023-02-27 21:00:00,Grenade,Málaga,H/D,1.1760000000000002,0.95,0.8503401360544216,0.09965986394557835,2023-02-27
2648414_1,2023-02-27 21:00:00,Grenade,Málaga,"H/D&M4,5",1.218,0.9,0.8210180623973727,0.07898193760262728,2023-02-27
2649207_1,2023-02-27 18:30:00,Hellas Verone,Fiorentina,"H/A&M3,5",1.6905000000000001,0.8,0.5915409642117716,0.20845903578822844,2023-02-27
2649207_1,2023-02-27 18:30:00,Hellas Verone,Fiorentina,"H/A&M4,5",1.4595,0.8500000000000001,0.6851661527920521,0.16483384720794803,2023-02-27
2634138_1,2023-02-27 20:00:00,Sporting CP,Estoril,"H/A&M4,5",1.4280000000000002,0.8500000000000001,0.7002801120448179,0.1497198879551822,2023-02-27
2673960_1,2023-02-27 19:00:00,FC Midtjylland,Brondby,D/A,1.7955,0.7013888888888888,0.556947925368978,0.14444096351991087,2023-02-27
2648414_1,2023-02-27 21:00:00,Grenade,Málaga,H,1.596,0.75,0.6265664160401002,0.12343358395989978,2023-02-27
2649207_1,2023-02-27 18:30:00,Hellas Verone,Fiorentina,H/A,1.3335000000000001,0.8500000000000001,0.7499062617172852,0.10009373828271484,2023-02-27
2648414_1,2023-02-27 21:00:00,Grenade,Málaga,"H/D&M3,5",1.3860000000000001,0.8,0.7215007215007214,0.07849927849927862,2023-02-27
2675125_1,2023-02-27 19:00:00,Hapoel Be'er,Maccabi Raina,D,4.9350000000000005,0.5,0.20263424518743667,0.29736575481256333,2023-02-27
2675125_1,2023-02-27 19:00:00,Hapoel Be'er,Maccabi Raina,D/A,3.2760000000000002,0.6,0.3052503052503052,0.29474969474969476,2023-02-27
2649207_1,2023-02-27 18:30:00,Hellas Verone,Fiorentina,H,3.3810000000000002,0.5,0.2957704821058858,0.2042295178941142,2023-02-27
2675125_1,2023-02-27 19:00:00,Hapoel Be'er,Maccabi Raina,"D/A&M4,5",3.3390000000000004,0.5,0.2994908655286013,0.20050913447139868,2023-02-27
2667963_1,2023-02-27 21:00:00,Swansea,Rotherham United,D/A,2.1315,0.65,0.46915317851278443,0.1808468214872156,2023-02-27
2652904_1,2023-02-27 19:00:00,Petrolul Ploiesti,CFR Cluj-Napoca,"H/D&P1,5",3.0975,0.5,0.3228410008071025,0.17715899919289751,2023-02-27
2667963_1,2023-02-27 21:00:00,Swansea,Rotherham United,"D/A&P1,5",2.8350000000000004,0.5,0.3527336860670193,0.14726631393298067,2023-02-27
2649212_1,2023-02-27 20:45:00,Lazio,Sampdoria,D/A,2.7510000000000003,0.5,0.3635041802980734,0.1364958197019266,2023-02-27
2649207_1,2023-02-27 18:30:00,Hellas Verone,Fiorentina,"H/D&M3,5",1.9320000000000002,0.65,0.5175983436853001,0.1324016563146999,2023-02-27
2649212_1,2023-02-27 20:45:00,Lazio,Sampdoria,"D/A&M4,5",2.5095,0.5,0.3984857541342897,0.10151424586571028,2023-02-27
2634138_1,2023-02-27 20:00:00,Sporting CP,Estoril,"H/A&M3,5",1.806,0.6499999999999999,0.5537098560354374,0.09629014396456248,2023-02-27
2673960_1,2023-02-27 19:00:00,FC Midtjylland,Brondby,"D/A&P1,5",2.0475,0.5833333333333333,0.48840048840048844,0.09493284493284482,2023-02-27
2652904_1,2023-02-27 19:00:00,Petrolul Ploiesti,CFR Cluj-Napoca,H/D,1.974,0.6000000000000001,0.5065856129685917,0.09341438703140836,2023-02-27
2667963_1,2023-02-27 21:00:00,Swansea,Rotherham United,"D/A&M4,5",1.974,0.6,0.5065856129685917,0.09341438703140825,2023-02-27
2634137_1,2023-02-27 22:15:00,Guimaraes,Braga,"H/A&P2,5",2.1630000000000003,0.55,0.46232085067036516,0.08767914932963489,2023-02-27
2673960_1,2023-02-27 19:00:00,FC Midtjylland,Brondby,"D/A&M4,5",1.806,0.6388888888888888,0.5537098560354374,0.08517903285345141,2023-02-27
2673960_1,2023-02-27 19:00:00,FC Midtjylland,Brondby,"D/A&M3,5",2.2785,0.5208333333333333,0.4388852315119596,0.08194810182137369,2023-02-27
2649207_1,2023-02-27 18:30:00,Hellas Verone,Fiorentina,"H/D&M2,5",2.3835,0.5,0.4195510803440319,0.08044891965596812,2023-02-27
2648414_1,2023-02-27 21:00:00,Grenade,Málaga,"H/D&M2,5",1.7535,0.6499999999999999,0.570287995437696,0.07971200456230387,2023-02-27
